customer_id,unsupervised_score,lr_score,rf_score
C15685,600,600,601
C15686,582,582,583
C15687,600,600,601
C15688,618,618,618
C15689,671,671,673
C15690,671,671,677
C15691,671,671,672
C15692,671,672,673
C15693,654,654,654
C15694,654,654,654
C15695,671,671,671
C15696,636,636,637
C15697,475,475,476
C15698,475,475,476
C15699,475,475,475
C15700,529,529,522
C15701,421,421,421
C15702,439,439,439
C15703,439,439,439
C15704,439,439,439
C15705,671,671,671
C15706,654,654,654
C15707,671,671,671
C15708,654,654,653
C15709,564,564,606
C15710,564,564,616
C15711,564,564,616
C15712,529,529,578
C15713,671,671,670
C15714,671,671,676
C15715,671,671,670
C15716,671,671,668
C15717,457,457,457
C15718,457,457,457
C15719,529,529,524
C15720,439,439,436
C15721,707,707,706
C15722,779,779,770
C15723,761,761,761
C15724,725,725,705
C15725,689,689,686
C15726,689,689,687
C15727,689,689,689
C15728,689,689,689
C15729,564,564,564
C15730,564,564,564
C15731,564,564,564
C15732,546,546,546
C15733,636,636,644
C15734,725,725,726
C15735,725,725,728
C15736,689,689,690
C15737,618,618,632
C15738,654,654,656
C15739,636,636,668
C15740,636,636,658
C15741,439,439,439
C15742,457,457,457
C15743,439,439,439
C15744,404,403,404
C15745,564,564,564
C15746,564,564,564
C15747,564,564,564
C15748,582,582,572
C15749,654,654,654
C15750,654,654,654
C15751,654,654,654
C15752,636,636,634
C15753,600,600,601
C15754,600,600,602
C15755,600,600,601
C15756,600,600,602
C15757,421,421,421
C15758,421,421,421
C15759,421,421,421
C15760,421,421,421
C15761,743,743,743
C15762,743,743,743
C15763,743,743,743
C15764,725,725,725
C15765,546,546,549
C15766,582,582,582
C15767,582,582,580
C15768,582,582,582
C15769,618,618,620
C15770,600,600,604
C15771,600,600,607
C15772,600,600,605
C15773,618,618,627
C15774,671,671,669
C15775,671,671,669
C15776,671,671,669
C15777,457,457,457
C15778,457,457,457
C15779,457,457,457
C15780,457,457,457
C15781,439,439,439
C15782,421,421,421
C15783,421,421,421
C15784,421,421,421
C15785,582,582,597
C15786,654,654,646
C15787,654,654,646
C15788,671,671,655
C15789,564,564,580
C15790,564,564,591
C15791,564,564,576
C15792,564,564,580
C15793,636,636,635
C15794,618,618,585
C15795,636,636,595
C15796,636,636,594
C15797,439,439,439
C15798,439,439,439
C15799,457,457,457
C15800,439,439,439
C15801,439,439,440
C15802,439,439,440
C15803,457,457,457
C15804,439,439,440
C15805,725,725,725
C15806,689,689,675
C15807,689,689,675
C15808,689,689,672
C15809,439,439,439
C15810,439,439,439
C15811,439,439,439
C15812,439,439,439
C15813,457,457,457
C15814,475,475,475
C15815,475,475,475
C15816,475,475,475
C15817,779,779,779
C15818,779,779,779
C15819,779,779,779
C15820,743,743,743
C15821,636,636,645
C15822,600,600,616
C15823,636,636,635
C15824,636,636,635
C15825,671,671,662
C15826,600,600,616
C15827,671,671,661
C15828,689,689,680
C15829,582,582,588
C15830,564,564,559
C15831,582,582,582
C15832,582,582,584
C15833,671,671,672
C15834,671,671,668
C15835,671,671,671
C15836,671,671,670
C15837,689,689,688
C15838,618,618,638
C15839,707,707,699
C15840,689,689,690
C15841,439,439,439
C15842,439,439,439
C15843,439,439,439
C15844,439,439,439
C15845,707,707,706
C15846,743,743,743
C15847,725,725,720
C15848,725,725,721
C15849,439,439,439
C15850,439,439,439
C15851,439,439,439
C15852,439,439,439
C15853,761,761,736
C15854,689,689,689
C15855,618,618,634
C15856,707,707,710
C15857,671,671,671
C15858,671,671,673
C15859,671,671,671
C15860,689,689,689
C15861,761,761,739
C15862,743,743,731
C15863,779,779,779
C15864,743,743,731
C15865,600,600,601
C15866,582,582,586
C15867,600,600,594
C15868,618,618,627
C15869,421,421,421
C15870,404,403,404
C15871,404,403,404
C15872,457,457,457
C15873,636,636,637
C15874,618,618,628
C15875,600,600,605
C15876,600,600,605
C15877,493,493,493
C15878,475,475,475
C15879,475,475,475
C15880,475,475,475
C15881,671,671,672
C15882,654,654,654
C15883,654,654,656
C15884,654,654,656
C15885,546,546,543
C15886,546,546,543
C15887,546,546,546
C15888,529,529,510
C15889,725,725,723
C15890,725,725,724
C15891,761,761,746
C15892,743,743,745
C15893,439,439,439
C15894,439,439,439
C15895,439,439,439
C15896,439,439,439
C15897,618,618,619
C15898,618,618,617
C15899,618,618,616
C15900,618,618,618
C15901,582,582,580
C15902,600,600,600
C15903,600,600,612
C15904,582,582,581
C15905,725,725,725
C15906,725,725,725
C15907,689,689,687
C15908,689,689,687
C15909,457,457,462
C15910,457,457,463
C15911,457,457,462
C15912,457,457,464
C15913,671,671,678
C15914,671,671,678
C15915,671,671,679
C15916,671,671,679
C15917,689,689,690
C15918,689,689,690
C15919,636,636,658
C15920,707,707,704
C15921,457,457,430
C15922,511,511,485
C15923,475,475,475
C15924,475,475,475
C15925,600,600,601
C15926,600,600,592
C15927,600,600,599
C15928,600,600,596
C15929,671,671,668
C15930,671,671,667
C15931,671,671,669
C15932,671,671,667
C15933,582,582,582
C15934,582,582,581
C15935,564,564,569
C15936,564,564,568
C15937,564,564,599
C15938,600,600,607
C15939,600,600,607
C15940,600,600,601
C15941,689,689,693
C15942,707,707,715
C15943,671,671,676
C15944,707,707,715
C15945,582,582,593
C15946,600,600,599
C15947,600,600,599
C15948,582,582,590
C15949,493,493,493
C15950,493,493,493
C15951,493,493,493
C15952,493,493,493
C15953,529,529,530
C15954,493,493,499
C15955,511,511,510
C15956,529,529,528
C15957,671,671,670
C15958,671,671,665
C15959,671,671,666
C15960,689,689,673
C15961,582,582,581
C15962,564,564,568
C15963,546,546,537
C15964,564,564,568
C15965,707,707,706
C15966,707,707,707
C15967,707,707,706
C15968,654,654,654
C15969,493,493,493
C15970,493,493,493
C15971,493,493,493
C15972,493,493,493
C15973,636,636,631
C15974,636,636,635
C15975,636,636,635
C15976,636,636,636
C15977,404,404,404
C15978,404,404,415
C15979,404,404,404
C15980,404,404,404
C15981,636,636,632
C15982,654,654,654
C15983,654,654,654
C15984,654,654,654
C15985,636,636,636
C15986,618,618,620
C15987,600,600,614
C15988,618,618,610
C15989,654,654,650
C15990,654,654,648
C15991,636,636,636
C15992,618,618,618
C15993,439,439,439
C15994,404,403,404
C15995,439,439,439
C15996,439,439,439
C15997,582,582,601
C15998,564,564,571
C15999,564,564,567
C16000,600,600,597
C16001,761,761,761
C16002,761,761,761
C16003,743,743,743
C16004,779,779,779
C16005,529,529,529
C16006,511,511,511
C16007,475,475,475
C16008,475,475,475
C16009,511,511,511
C16010,511,511,511
C16011,511,511,510
C16012,511,511,511
C16013,582,582,583
C16014,582,582,581
C16015,582,582,583
C16016,511,511,501
C16017,725,725,726
C16018,689,689,689
C16019,689,689,688
C16020,689,689,689
C16021,761,761,761
C16022,725,725,704
C16023,725,725,703
C16024,725,725,703
C16025,475,475,475
C16026,493,493,493
C16027,493,493,493
C16028,493,493,494
C16029,636,636,638
C16030,600,600,607
C16031,600,600,606
C16032,582,582,589
C16033,618,618,599
C16034,546,546,546
C16035,546,546,546
C16036,546,546,546
C16037,636,636,640
C16038,636,636,640
C16039,600,600,632
C16040,636,636,640
C16041,421,421,421
C16042,421,421,421
C16043,421,421,421
C16044,421,421,421
C16045,654,654,653
C16046,654,654,654
C16047,654,654,653
C16048,636,636,626
C16049,600,600,601
C16050,546,546,545
C16051,546,546,546
C16052,546,546,545
C16053,404,404,401
C16054,404,404,404
C16055,404,404,404
C16056,404,404,404
C16057,689,689,687
C16058,689,689,689
C16059,689,689,679
C16060,618,618,637
C16061,636,636,641
C16062,618,618,623
C16063,636,636,637
C16064,636,636,638
C16065,457,457,457
C16066,457,457,457
C16067,457,457,457
C16068,457,457,457
C16069,600,600,586
C16070,600,600,594
C16071,582,582,582
C16072,618,618,630
C16073,707,707,707
C16074,707,707,707
C16075,671,671,668
C16076,671,671,668
C16077,654,654,672
C16078,654,654,661
C16079,636,636,634
C16080,636,636,634
C16081,636,636,636
C16082,636,636,637
C16083,636,636,637
C16084,618,618,620
C16085,796,796,796
C16086,779,779,779
C16087,779,779,773
C16088,779,779,773
C16089,582,582,585
C16090,618,618,618
C16091,618,618,618
C16092,582,582,583
C16093,475,475,475
C16094,493,493,493
C16095,493,493,493
C16096,493,493,493
C16097,707,707,707
C16098,707,707,707
C16099,707,707,706
C16100,707,707,707
C16101,546,546,547
C16102,546,546,548
C16103,546,546,547
C16104,529,529,524
C16105,689,689,704
C16106,743,743,734
C16107,743,743,740
C16108,725,725,730
C16109,725,725,725
C16110,689,689,689
C16111,725,725,725
C16112,725,725,725
C16113,636,636,642
C16114,636,636,638
C16115,636,636,638
C16116,654,654,659
C16117,600,600,590
C16118,671,671,671
C16119,654,654,653
C16120,636,636,629
C16121,582,582,583
C16122,582,582,583
C16123,582,582,581
C16124,582,582,581
C16125,636,636,635
C16126,636,636,634
C16127,636,636,635
C16128,636,636,634
C16129,421,421,421
C16130,421,421,421
C16131,421,421,421
C16132,421,421,421
C16133,654,654,654
C16134,654,654,654
C16135,654,654,654
C16136,654,654,654
C16137,600,600,595
C16138,636,636,638
C16139,600,600,583
C16140,618,618,617
C16141,546,546,583
C16142,618,618,618
C16143,618,618,619
C16144,689,689,672
C16145,689,689,689
C16146,707,707,707
C16147,689,689,689
C16148,689,689,689
C16149,654,654,655
C16150,671,671,677
C16151,654,654,655
C16152,654,654,657
C16153,493,493,494
C16154,493,493,493
C16155,493,493,493
C16156,493,493,493
C16157,475,475,476
C16158,457,457,457
C16159,457,457,457
C16160,457,457,457
C16161,511,511,512
C16162,511,511,512
C16163,511,511,515
C16164,493,493,487
C16165,493,493,509
C16166,511,511,518
C16167,493,493,506
C16168,493,493,505
C16169,707,707,707
C16170,725,725,725
C16171,725,725,725
C16172,725,725,727
C16173,600,600,599
C16174,600,600,598
C16175,600,600,598
C16176,600,600,598
C16177,618,618,608
C16178,600,600,603
C16179,636,636,635
C16180,618,618,614
C16181,743,743,743
C16182,743,743,743
C16183,725,725,725
C16184,725,725,727
C16185,511,511,500
C16186,529,529,518
C16187,529,529,518
C16188,511,511,498
C16189,671,671,659
C16190,671,671,659
C16191,671,671,659
C16192,671,671,658
C16193,654,654,654
C16194,654,654,654
C16195,654,654,655
C16196,654,654,654
C16197,457,457,457
C16198,475,475,470
C16199,475,475,473
C16200,457,457,457
C16201,600,600,599
C16202,582,582,592
C16203,600,600,598
C16204,618,618,632
C16205,671,671,671
C16206,671,671,671
C16207,671,671,671
C16208,671,671,671
C16209,618,618,616
C16210,600,600,599
C16211,529,529,530
C16212,546,546,557
C16213,564,564,557
C16214,564,564,559
C16215,546,546,545
C16216,582,582,563
C16217,654,654,654
C16218,600,600,602
C16219,546,546,546
C16220,582,582,581
C16221,475,475,475
C16222,475,475,475
C16223,475,475,475
C16224,421,421,421
C16225,493,493,493
C16226,475,475,476
C16227,475,475,476
C16228,475,475,476
C16229,671,671,671
C16230,636,636,639
C16231,636,636,638
C16232,671,671,671
C16233,529,529,529
C16234,529,529,525
C16235,529,529,529
C16236,529,529,530
C16237,511,511,511
C16238,511,511,511
C16239,475,475,474
C16240,511,511,511
C16241,493,493,508
C16242,511,511,515
C16243,511,511,518
C16244,511,511,516
C16245,707,707,707
C16246,707,707,708
C16247,689,689,687
C16248,689,689,688
C16249,671,671,669
C16250,689,689,688
C16251,689,689,689
C16252,654,654,653
C16253,743,743,743
C16254,761,761,761
C16255,779,779,779
C16256,689,689,689
C16257,421,421,421
C16258,421,421,421
C16259,404,403,404
C16260,404,403,404
C16261,421,421,421
C16262,421,421,421
C16263,421,421,421
C16264,421,421,421
C16265,636,636,635
C16266,582,582,596
C16267,582,582,598
C16268,600,600,624
C16269,404,404,409
C16270,439,439,448
C16271,439,439,440
C16272,439,439,439
C16273,689,689,690
C16274,689,689,690
C16275,636,636,654
C16276,689,689,689
C16277,707,707,707
C16278,707,707,707
C16279,671,671,675
C16280,671,671,677
C16281,600,600,596
C16282,582,582,581
C16283,564,564,564
C16284,564,564,564
C16285,439,439,439
C16286,457,457,457
C16287,439,439,439
C16288,457,457,457
C16289,671,671,678
C16290,707,707,707
C16291,671,671,675
C16292,671,671,675
C16293,725,725,724
C16294,725,725,724
C16295,707,707,692
C16296,689,689,694
C16297,529,529,512
C16298,529,529,531
C16299,564,564,551
C16300,511,511,512
C16301,546,546,552
C16302,564,564,564
C16303,564,564,568
C16304,564,564,564
C16305,475,475,467
C16306,475,475,467
C16307,457,457,457
C16308,457,457,457
C16309,564,564,592
C16310,600,600,602
C16311,582,582,595
C16312,600,600,600
C16313,457,457,457
C16314,457,457,457
C16315,457,457,457
C16316,475,475,475
C16317,493,493,493
C16318,493,493,493
C16319,493,493,493
C16320,457,457,457
C16321,475,475,475
C16322,529,529,520
C16323,475,475,475
C16324,475,475,475
C16325,636,636,624
C16326,654,654,654
C16327,636,636,636
C16328,654,654,654
C16329,636,636,639
C16330,636,636,622
C16331,618,618,617
C16332,636,636,630
C16333,529,529,530
C16334,529,529,529
C16335,529,529,531
C16336,529,529,529
C16337,457,457,457
C16338,457,457,457
C16339,457,457,457
C16340,457,457,457
C16341,475,475,476
C16342,439,439,439
C16343,439,439,439
C16344,439,439,439
C16345,546,546,542
C16346,564,564,578
C16347,546,546,544
C16348,529,529,531
C16349,600,600,603
C16350,600,600,603
C16351,600,600,603
C16352,618,618,621
C16353,457,457,457
C16354,421,421,421
C16355,421,421,421
C16356,421,421,421
C16357,618,618,618
C16358,600,600,601
C16359,600,600,601
C16360,600,600,604
C16361,636,636,629
C16362,636,636,632
C16363,636,636,632
C16364,654,654,648
C16365,439,439,439
C16366,404,403,404
C16367,404,403,404
C16368,404,403,404
C16369,511,511,506
C16370,511,511,506
C16371,511,511,506
C16372,511,511,509
C16373,439,439,439
C16374,439,439,439
C16375,439,439,439
C16376,475,475,475
C16377,671,671,657
C16378,689,689,689
C16379,671,671,652
C16380,671,671,656
C16381,636,636,647
C16382,671,671,674
C16383,636,636,650
C16384,671,671,674
C16385,654,654,654
C16386,654,654,654
C16387,654,654,654
C16388,654,654,654
C16389,671,671,673
C16390,671,671,672
C16391,671,671,672
C16392,636,636,652
C16393,689,689,688
C16394,707,707,721
C16395,707,707,707
C16396,636,636,636
C16397,493,493,487
C16398,457,457,457
C16399,493,493,494
C16400,457,457,457
C16401,564,564,564
C16402,564,564,568
C16403,546,546,544
C16404,564,564,564
C16405,654,654,657
C16406,618,618,618
C16407,618,618,619
C16408,618,618,621
C16409,421,421,421
C16410,421,421,421
C16411,421,421,421
C16412,421,421,421
C16413,511,511,511
C16414,493,493,508
C16415,493,493,494
C16416,475,475,488
C16417,761,761,759
C16418,761,761,759
C16419,743,743,747
C16420,725,725,728
C16421,546,546,546
C16422,564,564,562
C16423,564,564,552
C16424,564,564,563
C16425,654,654,697
C16426,689,689,693
C16427,725,725,726
C16428,707,707,713
C16429,618,618,620
C16430,600,600,597
C16431,618,618,620
C16432,600,600,600
C16433,546,546,553
C16434,546,546,553
C16435,546,546,551
C16436,546,546,552
C16437,493,493,493
C16438,511,511,512
C16439,511,511,512
C16440,511,511,509
C16441,689,689,689
C16442,671,671,671
C16443,671,671,671
C16444,689,689,689
C16445,618,618,614
C16446,618,618,616
C16447,654,654,614
C16448,618,618,614
C16449,529,529,530
C16450,439,439,444
C16451,493,493,493
C16452,546,546,547
C16453,671,671,674
C16454,689,689,688
C16455,654,654,645
C16456,671,671,664
C16457,618,618,614
C16458,618,618,612
C16459,618,618,614
C16460,618,618,620
C16461,511,511,511
C16462,493,493,493
C16463,475,475,475
C16464,493,493,493
C16465,707,707,705
C16466,743,743,743
C16467,743,743,743
C16468,761,761,761
C16469,671,671,671
C16470,671,671,671
C16471,671,671,671
C16472,671,671,671
C16473,618,618,621
C16474,618,618,623
C16475,618,618,622
C16476,618,618,623
C16477,636,636,631
C16478,654,654,654
C16479,636,636,632
C16480,654,654,650
C16481,546,546,547
C16482,564,564,565
C16483,546,546,549
C16484,546,546,546
C16485,564,564,561
C16486,564,564,561
C16487,600,600,599
C16488,564,564,560
C16489,475,475,476
C16490,529,529,524
C16491,493,493,493
C16492,475,475,475
C16493,582,582,583
C16494,582,582,585
C16495,582,582,583
C16496,582,582,583
C16497,582,582,583
C16498,582,582,596
C16499,582,582,584
C16500,582,582,583
C16501,636,636,622
C16502,618,618,608
C16503,618,618,606
C16504,546,546,547
C16505,511,511,512
C16506,511,511,512
C16507,493,493,498
C16508,511,511,512
C16509,671,671,663
C16510,671,671,674
C16511,707,707,698
C16512,707,707,707
C16513,564,564,568
C16514,582,582,613
C16515,582,582,582
C16516,564,564,565
C16517,671,671,671
C16518,671,671,671
C16519,654,654,637
C16520,654,654,636
C16521,457,457,457
C16522,457,457,457
C16523,457,457,457
C16524,457,457,457
C16525,475,475,474
C16526,457,457,457
C16527,457,457,457
C16528,457,457,457
C16529,564,564,564
C16530,582,582,582
C16531,564,564,564
C16532,564,564,564
C16533,618,618,611
C16534,600,600,603
C16535,582,582,595
C16536,600,600,601
C16537,743,743,742
C16538,725,725,725
C16539,743,743,743
C16540,761,761,761
C16541,493,493,493
C16542,511,511,501
C16543,439,439,478
C16544,493,493,492
C16545,671,671,671
C16546,707,707,707
C16547,707,707,707
C16548,654,654,655
C16549,654,654,645
C16550,671,671,669
C16551,671,671,669
C16552,654,654,657
C16553,404,403,404
C16554,404,403,404
C16555,404,403,404
C16556,386,386,386
C16557,618,618,625
C16558,618,618,624
C16559,618,618,623
C16560,618,618,623
C16561,654,654,631
C16562,707,707,707
C16563,707,707,707
C16564,707,707,707
C16565,546,546,544
C16566,582,582,579
C16567,582,582,574
C16568,546,546,528
C16569,457,457,451
C16570,439,439,439
C16571,439,439,439
C16572,439,439,439
C16573,386,386,386
C16574,439,439,439
C16575,439,439,439
C16576,475,475,476
C16577,493,493,493
C16578,493,493,493
C16579,493,493,493
C16580,529,529,529
C16581,654,654,653
C16582,689,689,687
C16583,671,671,671
C16584,671,671,672
C16585,743,743,743
C16586,707,707,707
C16587,707,707,707
C16588,689,689,689
C16589,511,511,512
C16590,511,511,511
C16591,511,511,513
C16592,529,529,515
C16593,654,654,654
C16594,689,689,683
C16595,654,654,656
C16596,654,654,654
C16597,761,761,761
C16598,707,707,707
C16599,743,743,743
C16600,707,707,706
C16601,546,546,542
C16602,564,564,562
C16603,564,564,562
C16604,546,546,547
C16605,725,725,726
C16606,725,725,728
C16607,707,707,730
C16608,707,707,728
C16609,689,689,681
C16610,707,707,704
C16611,707,707,705
C16612,707,707,708
C16613,689,689,684
C16614,689,689,687
C16615,671,671,659
C16616,671,671,664
C16617,511,511,511
C16618,529,529,526
C16619,511,511,528
C16620,511,511,511
C16621,654,654,655
C16622,618,618,618
C16623,618,618,619
C16624,636,636,636
C16625,743,743,743
C16626,743,743,743
C16627,618,618,617
C16628,654,654,654
C16629,529,529,525
C16630,529,529,529
C16631,546,546,564
C16632,529,529,538
C16633,600,600,591
C16634,618,618,615
C16635,546,546,540
C16636,600,600,591
C16637,493,493,493
C16638,493,493,493
C16639,493,493,493
C16640,475,475,475
C16641,654,654,654
C16642,654,654,651
C16643,654,654,654
C16644,654,654,654
C16645,421,421,424
C16646,439,439,449
C16647,421,421,422
C16648,421,421,422
C16649,689,689,687
C16650,689,689,687
C16651,689,689,687
C16652,654,654,648
C16653,457,457,457
C16654,457,457,457
C16655,457,457,457
C16656,457,457,457
C16657,475,475,479
C16658,457,457,457
C16659,457,457,457
C16660,457,457,457
C16661,457,457,457
C16662,475,475,476
C16663,404,403,404
C16664,404,403,404
C16665,546,546,546
C16666,546,546,548
C16667,546,546,547
C16668,564,564,563
C16669,529,529,473
C16670,475,475,475
C16671,457,457,457
C16672,457,457,457
C16673,421,421,421
C16674,421,421,421
C16675,421,421,421
C16676,421,421,421
C16677,529,529,529
C16678,529,529,529
C16679,529,529,529
C16680,546,546,544
C16681,689,689,689
C16682,671,671,669
C16683,636,636,646
C16684,689,689,689
C16685,618,618,628
C16686,618,618,635
C16687,600,600,646
C16688,636,636,660
C16689,493,493,521
C16690,600,600,610
C16691,546,546,547
C16692,546,546,547
C16693,582,582,570
C16694,600,600,600
C16695,600,600,600
C16696,600,600,600
C16697,511,511,506
C16698,511,511,510
C16699,511,511,511
C16700,511,511,510
C16701,582,582,579
C16702,582,582,581
C16703,582,582,581
C16704,582,582,578
C16705,457,457,457
C16706,439,439,439
C16707,439,439,439
C16708,439,439,439
C16709,636,636,636
C16710,636,636,636
C16711,636,636,640
C16712,636,636,636
C16713,636,636,636
C16714,671,671,671
C16715,671,671,670
C16716,671,671,671
C16717,618,618,618
C16718,600,600,591
C16719,618,618,621
C16720,582,582,581
C16721,707,707,707
C16722,707,707,707
C16723,707,707,708
C16724,707,707,707
C16725,689,689,692
C16726,671,671,654
C16727,689,689,679
C16728,689,689,680
C16729,475,475,475
C16730,475,475,476
C16731,475,475,475
C16732,475,475,475
C16733,600,600,600
C16734,618,618,623
C16735,618,618,627
C16736,618,618,624
C16737,582,582,582
C16738,511,511,546
C16739,582,582,582
C16740,600,600,601
C16741,600,600,604
C16742,600,600,602
C16743,600,600,600
C16744,600,600,602
C16745,457,457,457
C16746,457,457,457
C16747,457,457,457
C16748,457,457,457
C16749,493,493,510
C16750,564,564,572
C16751,511,511,511
C16752,529,529,543
C16753,636,636,636
C16754,636,636,636
C16755,636,636,639
C16756,600,600,600
C16757,671,671,670
C16758,671,671,671
C16759,671,671,671
C16760,671,671,671
C16761,743,743,743
C16762,671,671,701
C16763,707,707,706
C16764,725,725,725
C16765,475,475,475
C16766,475,475,475
C16767,511,511,510
C16768,475,475,475
C16769,636,636,637
C16770,600,600,594
C16771,600,600,595
C16772,600,600,595
C16773,493,493,493
C16774,475,475,476
C16775,475,475,475
C16776,475,475,475
C16777,636,636,637
C16778,636,636,637
C16779,636,636,636
C16780,636,636,636
C16781,618,618,629
C16782,618,618,631
C16783,618,618,629
C16784,618,618,626
C16785,475,475,475
C16786,475,475,475
C16787,457,457,459
C16788,475,475,475
C16789,671,671,668
C16790,671,671,670
C16791,689,689,687
C16792,636,636,608
C16793,421,421,421
C16794,421,421,421
C16795,421,421,421
C16796,421,421,421
C16797,511,511,512
C16798,493,493,495
C16799,493,493,494
C16800,475,475,484
C16801,493,493,493
C16802,475,475,475
C16803,475,475,475
C16804,475,475,475
C16805,564,564,566
C16806,511,511,512
C16807,546,546,547
C16808,529,529,529
C16809,564,564,587
C16810,529,529,547
C16811,546,546,568
C16812,546,546,566
C16813,689,689,687
C16814,689,689,687
C16815,689,689,685
C16816,654,654,657
C16817,671,671,677
C16818,689,689,680
C16819,671,671,680
C16820,671,671,682
C16821,618,618,619
C16822,636,636,636
C16823,636,636,636
C16824,654,654,654
C16825,671,671,677
C16826,671,671,664
C16827,689,689,688
C16828,707,707,706
C16829,636,636,638
C16830,636,636,638
C16831,618,618,614
C16832,618,618,618
C16833,546,546,545
C16834,546,546,548
C16835,529,529,524
C16836,546,546,556
C16837,493,493,494
C16838,529,529,528
C16839,493,493,493
C16840,457,457,457
C16841,618,618,618
C16842,618,618,619
C16843,600,600,600
C16844,600,600,600
C16845,654,654,651
C16846,654,654,646
C16847,654,654,638
C16848,654,654,637
C16849,511,511,511
C16850,511,511,511
C16851,511,511,511
C16852,511,511,511
C16853,671,671,672
C16854,600,600,585
C16855,654,654,656
C16856,654,654,656
C16857,654,654,653
C16858,654,654,653
C16859,618,618,618
C16860,618,618,618
C16861,439,439,439
C16862,421,421,421
C16863,421,421,421
C16864,421,421,421
C16865,636,636,648
C16866,654,654,652
C16867,636,636,630
C16868,654,654,649
C16869,457,457,457
C16870,439,439,439
C16871,421,421,421
C16872,439,439,439
C16873,725,725,723
C16874,761,761,761
C16875,761,761,761
C16876,707,707,707
C16877,511,511,513
C16878,511,511,511
C16879,511,511,511
C16880,511,511,513
C16881,564,564,575
C16882,600,600,600
C16883,600,600,600
C16884,600,600,600
C16885,636,636,638
C16886,600,600,601
C16887,600,600,600
C16888,600,600,601
C16889,636,636,636
C16890,582,582,598
C16891,636,636,636
C16892,636,636,636
C16893,654,654,651
C16894,636,636,639
C16895,618,618,616
C16896,636,636,626
C16897,671,671,671
C16898,671,671,671
C16899,636,636,640
C16900,654,654,654
C16901,671,671,669
C16902,707,707,695
C16903,671,671,670
C16904,671,671,673
C16905,743,743,744
C16906,725,725,725
C16907,725,725,725
C16908,725,725,723
C16909,421,421,421
C16910,439,439,439
C16911,439,439,439
C16912,439,439,439
C16913,654,654,654
C16914,654,654,654
C16915,636,636,646
C16916,654,654,662
C16917,725,725,725
C16918,725,725,725
C16919,725,725,725
C16920,671,671,670
C16921,546,546,539
C16922,529,529,529
C16923,511,511,512
C16924,511,511,512
C16925,546,546,541
C16926,582,582,583
C16927,582,582,579
C16928,600,600,600
C16929,671,671,671
C16930,671,671,672
C16931,600,600,619
C16932,671,671,671
C16933,457,457,458
C16934,457,457,458
C16935,493,493,516
C16936,457,457,461
C16937,546,546,552
C16938,582,582,587
C16939,546,546,581
C16940,546,546,556
C16941,475,475,475
C16942,439,439,439
C16943,439,439,439
C16944,457,457,457
C16945,761,761,761
C16946,761,761,761
C16947,707,707,681
C16948,779,779,778
C16949,671,671,671
C16950,671,671,671
C16951,671,671,670
C16952,689,689,687
C16953,725,725,717
C16954,636,636,635
C16955,725,725,698
C16956,707,707,697
C16957,475,475,474
C16958,475,475,474
C16959,475,475,473
C16960,475,475,474
C16961,654,654,654
C16962,654,654,654
C16963,654,654,654
C16964,654,654,655
C16965,636,636,636
C16966,618,618,619
C16967,636,636,635
C16968,689,689,718
C16969,707,707,707
C16970,689,689,689
C16971,725,725,726
C16972,689,689,689
C16973,689,689,688
C16974,689,689,689
C16975,671,671,671
C16976,671,671,671
C16977,689,689,702
C16978,707,707,711
C16979,671,671,676
C16980,671,671,680
C16981,600,600,600
C16982,600,600,600
C16983,600,600,600
C16984,600,600,592
C16985,600,600,613
C16986,600,600,603
C16987,600,600,600
C16988,564,564,584
C16989,636,636,636
C16990,636,636,636
C16991,636,636,638
C16992,600,600,632
C16993,636,636,636
C16994,636,636,635
C16995,636,636,636
C16996,636,636,636
C16997,529,529,530
C16998,511,511,527
C16999,511,511,527
C17000,511,511,529
C17001,600,600,595
C17002,600,600,613
C17003,636,636,637
C17004,636,636,637
C17005,636,636,631
C17006,636,636,632
C17007,654,654,657
C17008,618,618,622
C17009,689,689,688
C17010,707,707,707
C17011,725,725,724
C17012,707,707,707
C17013,689,689,677
C17014,654,654,655
C17015,636,636,630
C17016,671,671,671
C17017,654,654,654
C17018,636,636,632
C17019,636,636,636
C17020,654,654,649
C17021,618,618,609
C17022,654,654,655
C17023,618,618,610
C17024,618,618,610
C17025,439,439,439
C17026,439,439,439
C17027,439,439,439
C17028,439,439,439
C17029,689,689,688
C17030,689,689,687
C17031,689,689,689
C17032,689,689,689
C17033,582,582,582
C17034,582,582,582
C17035,582,582,582
C17036,564,564,564
C17037,707,707,706
C17038,671,671,674
C17039,707,707,707
C17040,707,707,705
C17041,404,403,404
C17042,421,421,421
C17043,421,421,421
C17044,404,403,404
C17045,779,779,779
C17046,725,725,725
C17047,707,707,714
C17048,654,654,660
C17049,493,493,493
C17050,493,493,493
C17051,493,493,494
C17052,493,493,493
C17053,743,743,743
C17054,743,743,743
C17055,725,725,725
C17056,725,725,724
C17057,546,546,547
C17058,564,564,571
C17059,564,564,566
C17060,564,564,564
C17061,404,403,404
C17062,421,421,421
C17063,421,421,421
C17064,439,439,439
C17065,600,600,575
C17066,600,600,576
C17067,600,600,576
C17068,618,618,614
C17069,654,654,652
C17070,636,636,634
C17071,636,636,636
C17072,671,671,659
C17073,600,600,599
C17074,618,618,618
C17075,618,618,592
C17076,618,618,618
C17077,582,582,581
C17078,546,546,533
C17079,511,511,497
C17080,564,564,558
C17081,743,743,742
